match_type,match_value,canonical_company,confidence,source,note
developer_name,waowgames,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-22: Ball & Slime Roller | 2026-05-07: Ball Roller Shooter 3D | 2026-05-20: Helix Rush Smash 3D
google_developer_id,5009856041889675245,Tapnation,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-19: AI TD
developer_name,Hot Yeti Studio OU,Tapnation,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-19: AI TD
google_developer_id,8543783072383644795,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-08: Pair Pix: Pictures Association | 2026-05-14: Ring Rescue: Color Puzzle | 2026-05-19: Sticker Master : Sort Puzzle
developer_name,GamesTown,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-02: Solitaire Pix Connections | 2026-04-08: Pair Pix: Pictures Association | 2026-05-14: Ring Rescue: Color Puzzle
google_developer_id,5670978320929713948,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-01: Cup Stack Jam | 2026-05-19: Hex Cluster Jam
developer_name,RedLineGames,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-01: Cup Stack Jam | 2026-05-19: Hex Cluster Jam
google_developer_id,Dream Arrow Gameworks,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-19: Sort N Ride
developer_name,Dream Arrow Gameworks,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-19: Sort N Ride
google_developer_id,9023265211664033262,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-02: Split Flow | 2026-05-19: Color Mosaic
developer_name,SuperDuck Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-02: Split Flow | 2026-05-19: Color Mosaic
google_developer_id,HCC Games,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-03-31: Stuff Fit! | 2026-05-19: Puff It!
developer_name,HCC Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-03-31: Stuff Fit! | 2026-05-19: Puff It!
google_developer_id,8759488796128691996,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-19: Color Tower Hop
developer_name,"SUN LEAF., JSC",Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-19: Color Tower Hop
apple_artist_id,1834379759,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-19: Gorge Defense
seller_name,Anton Kotelnikov,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-19: Gorge Defense
developer_name,Anton Kotelnikov,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-19: Gorge Defense
google_developer_id,6747612790272948537,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-21: Ball Line | 2026-04-21: Bus Deck | 2026-05-19: Halo Color
developer_name,Phoenix DMA QFZ LLC,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-21: Ball Line | 2026-04-21: Bus Deck | 2026-05-19: Halo Color
google_developer_id,Smoiler,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-19: Hex Farm Tycoon
developer_name,Smoiler,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-19: Hex Farm Tycoon
google_developer_id,5747760492110570212,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-18: Juicy Slice Up
developer_name,ROOTCRAFT,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-18: Juicy Slice Up
google_developer_id,Cosina Games,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-08: Stacks Trip - Grinding Jam | 2026-05-15: Dash People - Break Through
developer_name,Cosina Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-08: Stacks Trip - Grinding Jam | 2026-05-15: Dash People - Break Through
google_developer_id,Tapnplay Studio,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-15: Chomp Rush!
developer_name,Tapnplay Studio,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-15: Chomp Rush!
apple_artist_id,1829967538,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-15: Marble Merge Factory
seller_name,Nathan Westbrook,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-15: Marble Merge Factory
developer_name,Nathan Westbrook,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-15: Marble Merge Factory
apple_artist_id,1271094034,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-16: Light It Up - Merge Game
seller_name,Ozkan Yildiz,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-16: Light It Up - Merge Game
developer_name,Ozkan Yildiz,Rollic,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-16: Light It Up - Merge Game
google_developer_id,8948794455350704349,Tapnation,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-16: Stonica
developer_name,Adeline Games,Tapnation,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-16: Stonica
google_developer_id,Green Knights,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-08: Islands War: Battle Clash | 2026-05-16: Royal Wars: Color Clash
developer_name,Green Knights,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-08: Islands War: Battle Clash | 2026-05-16: Royal Wars: Color Clash
google_developer_id,Youngster Studio,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-16: Rubber Boom
developer_name,Youngster Studio,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-16: Rubber Boom
google_developer_id,Dash Games Ltd,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-16: Twerk Royale: PvP Raids
developer_name,Dash Games Ltd,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-16: Twerk Royale: PvP Raids
google_developer_id,casual Gtopia,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-16: Doggy Shoot Blast
developer_name,casual Gtopia,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-16: Doggy Shoot Blast
google_developer_id,Puura Games,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-16: Block Untangle
developer_name,Puura Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-16: Block Untangle
google_developer_id,Vaulter Games,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-12: Trash Out | 2026-05-17: Hole Order
developer_name,Vaulter Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-12: Trash Out | 2026-05-17: Hole Order
apple_artist_id,1685863359,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-08: Mob Smash | 2026-05-17: Olympush
seller_name,Arcane Blast s.r.o.,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-08: Mob Smash | 2026-05-17: Olympush
developer_name,Arcane Blast,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-08: Mob Smash | 2026-05-17: Olympush
google_developer_id,6903842774260334691,Homa,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-13: Coin Generals | 2026-05-10: Radar Armada | 2026-05-17: Loot Digger
developer_name,Andriy Pidvirnyy,Homa,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-13: Coin Generals | 2026-05-10: Radar Armada | 2026-05-17: Loot Digger
apple_artist_id,1755609153,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-14: Kingstack TD
seller_name,Umut Aydin,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-14: Kingstack TD
developer_name,Umut Aydin,Rollic,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-14: Kingstack TD
google_developer_id,6887911351021456165,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-14: Coin Sort: Luna’s Revenge
developer_name,GEM MOBILE SOFTWARE COMPANY LIMITED,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-14: Coin Sort: Luna’s Revenge
google_developer_id,Twoe Games,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-14: Naked Wars
developer_name,Twoe Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-14: Naked Wars
google_developer_id,7492937415180641321,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-14: Skateboard Surfers
developer_name,Pau Rau,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-14: Skateboard Surfers
google_developer_id,3Dinoz Games,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-14: Lift Rush
developer_name,3Dinoz Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-14: Lift Rush
apple_artist_id,1845319426,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-23: Age Wars | 2026-05-13: Car Battle - Idle RPG
seller_name,Bengisu Sinem Ozkan,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-23: Age Wars | 2026-05-13: Car Battle - Idle RPG
developer_name,Bengisu Sinem Ozkan,Rollic,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-23: Age Wars | 2026-05-13: Car Battle - Idle RPG
google_developer_id,5094556263820897791,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-13: Crowd Pickup Jam
developer_name,Takenick Innovation,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-13: Crowd Pickup Jam
google_developer_id,Logic Craft Puzzle Games,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-13: Billiards Master: 8 Ball Pool
developer_name,Logic Craft Puzzle Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-13: Billiards Master: 8 Ball Pool
google_developer_id,6971534321338009952,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-02: Arena Clash: Legions | 2026-05-13: Tribal Clash
developer_name,Moblazer,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-02: Arena Clash: Legions | 2026-05-13: Tribal Clash
google_developer_id,7260941201072062173,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-13: Block Titans
developer_name,Raheebeen Studio,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-13: Block Titans
google_developer_id,8715487346796969849,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-28: Arrows Tap Away-Escape Puzzle | 2026-05-13: Pixel Dots Flow - color puzzle
developer_name,RDVIndieGames,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-28: Arrows Tap Away-Escape Puzzle | 2026-05-13: Pixel Dots Flow - color puzzle
google_developer_id,HOGO Games,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-13: Color Port Jam!
developer_name,HOGO Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-13: Color Port Jam!
apple_artist_id,435365746,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-13: Orbit Destroyer
seller_name,Andriy Pidvirnyy,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-13: Orbit Destroyer
developer_name,FreeS Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-13: Orbit Destroyer
google_developer_id,4796978091078475854,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-12: Castle Connect
developer_name,Entiz Game Studio,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-12: Castle Connect
google_developer_id,7465301311286573324,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-12: Legion Clash
developer_name,gm.orientalleaf,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-12: Legion Clash
google_developer_id,5181551933190604440,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-12: Idle Blacksmith
developer_name,Artemisia Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-12: Idle Blacksmith
google_developer_id,8499491249596053439,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-12: Screw N Pack
developer_name,Nimble Fox Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-12: Screw N Pack
google_developer_id,7814115567158232929,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-04: Clock Heroes | 2026-05-11: Planet Clash
developer_name,Mini Game Lab Limited,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-04: Clock Heroes | 2026-05-11: Planet Clash
google_developer_id,5769973489061835088,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-11: Eraser Blast
developer_name,Tee Studio,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-11: Eraser Blast
google_developer_id,6603189284226288141,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-09: Candy Fall | 2026-04-09: Cut Out! | 2026-04-09: Puff Party
developer_name,Another World Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-09: Candy Fall | 2026-04-09: Cut Out! | 2026-04-09: Puff Party
google_developer_id,2F Games,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-10: Arrow Rush
developer_name,2F Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-10: Arrow Rush
apple_artist_id,1330491241,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-08: Idle Trash Masters
seller_name,Valeriu Rusu,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-08: Idle Trash Masters
developer_name,Valeriu Rusu,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-08: Idle Trash Masters
google_developer_id,5918575898115697734,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-08: Factory Rush
developer_name,DecoD Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-08: Factory Rush
google_developer_id,8173090495744578265,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-26: Wash Factory | 2026-05-08: Letter Factory
developer_name,Pixel Envision Ltd.,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-26: Wash Factory | 2026-05-08: Letter Factory
google_developer_id,5469309296607849102,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-08: Knife Heroes
developer_name,Cubequad,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-08: Knife Heroes
google_developer_id,7106398721490292222,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-09: Color Crush Lab | 2026-05-08: Sticky Sort
developer_name,Elixir Gamelabs LLC,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-09: Color Crush Lab | 2026-05-08: Sticky Sort
google_developer_id,Keen on Games,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-08: Tiny Islands
developer_name,Keen on Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-08: Tiny Islands
google_developer_id,MOHIST FUN Co  Limited,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-07: Roulette War
developer_name,MOHIST FUN Co  Limited,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-07: Roulette War
google_developer_id,8966136906340943582,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-07: Marble Miner
developer_name,Minder Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-07: Marble Miner
google_developer_id,6822042546515108101,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-07: Category Tiles
developer_name,DodoLabs,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-07: Category Tiles
google_developer_id,5834580255032174373,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-07: Connect Tower – Match & Sort
developer_name,Borofpani,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-07: Connect Tower – Match & Sort
google_developer_id,Alexandr Grebennicov,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-07: Merge & Blast
developer_name,Alexandr Grebennicov,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-07: Merge & Blast
apple_artist_id,1578686841,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-14: Box Puzzle Sort | 2026-05-07: Street Food Fever!
seller_name,Marula Games OU,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-14: Box Puzzle Sort | 2026-05-07: Street Food Fever!
developer_name,Marula Games OU,Rollic,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-14: Box Puzzle Sort | 2026-05-07: Street Food Fever!
apple_artist_id,1440148721,Homa,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-07: Marble Tea Loop
seller_name,Bugbomb sp z oo,Homa,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-07: Marble Tea Loop
developer_name,Bugbomb,Homa,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-07: Marble Tea Loop
google_developer_id,6585149688255996771,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-06: Room Raiders
developer_name,Eternal Studio,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-06: Room Raiders
google_developer_id,GAEA GAMES,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-06: Card Match 3D
developer_name,GAEA GAMES,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-06: Card Match 3D
google_developer_id,Sergii Nagin,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-06: Sweet Bubbles!
developer_name,Sergii Nagin,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-06: Sweet Bubbles!
google_developer_id,PHX Software Development,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-28: Scratch Them Out! | 2026-05-04: Pile of Letters
developer_name,PHX Software Development,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-28: Scratch Them Out! | 2026-05-04: Pile of Letters
google_developer_id,5047635164378159180,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-01: Bugs & Balls: Roguelike
developer_name,Akalın Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-01: Bugs & Balls: Roguelike
google_developer_id,RojenOnat,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-28: Passenger Rush | 2026-05-01: VoxelRush
developer_name,RojenOnat,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-28: Passenger Rush | 2026-05-01: VoxelRush
apple_artist_id,1648094385,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-01: Energy-Nexus | 2026-05-01: Circle Kingdoms
seller_name,Gameloops,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-01: Energy-Nexus | 2026-05-01: Circle Kingdoms
developer_name,Gameloops,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-01: Energy-Nexus | 2026-05-01: Circle Kingdoms
google_developer_id,5420854307491889510,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-07: Marble Jam! | 2026-04-10: Froggy Loop: Screw Puzzle | 2026-05-01: Marble Fever : ASMR puzzle
developer_name,NBSari,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-07: Marble Jam! | 2026-04-10: Froggy Loop: Screw Puzzle | 2026-05-01: Marble Fever : ASMR puzzle
google_developer_id,VOODOO,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-29: VolleyCraft
google_developer_id,7730750421567322172,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-29: Flying Evolution
developer_name,Sachin Birajdar,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-29: Flying Evolution
google_developer_id,Abstratum,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-29: Laser Mosaic
developer_name,Abstratum,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-29: Laser Mosaic
google_developer_id,Moonveil Entertainment,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-29: Slice Puzzle: Block fit
developer_name,Moonveil Entertainment,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-29: Slice Puzzle: Block fit
google_developer_id,4629782579305846830,Azur,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-04: Galaxy Division: Space Battles | 2026-04-29: 體驗終極海戰快感！
developer_name,Armada Forge Games,Azur,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-04: Galaxy Division: Space Battles | 2026-04-29: 體驗終極海戰快感！
google_developer_id,Oleksandr Bivziuk,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-30: Bits Drop
developer_name,Oleksandr Bivziuk,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-30: Bits Drop
google_developer_id,Milkshake Play,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-30: Demolish 3D
developer_name,Milkshake Play,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-30: Demolish 3D
apple_artist_id,1749329958,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-30: Island Conquest: Hero Battle
seller_name,Jorge Seco,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-30: Island Conquest: Hero Battle
developer_name,Jorge Seco,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-30: Island Conquest: Hero Battle
google_developer_id,IllimaniEuropeo,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-30: Island Conquest: Hero Battle
developer_name,IllimaniEuropeo,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-30: Island Conquest: Hero Battle
google_developer_id,7945041308701688258,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-30: Blob Sort
developer_name,Funlab Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-30: Blob Sort
google_developer_id,RED MOON TECHNOLOGY,Azur,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-10: Marble Loop | 2026-04-30: President Punch: Fighting Game
developer_name,RED MOON TECHNOLOGY,Azur,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-10: Marble Loop | 2026-04-30: President Punch: Fighting Game
apple_artist_id,1838341751,Homa,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-30: Flow Fill!
seller_name,FUNDORA YAZILIM PAZARLAMA VE TICARET LIMITED SIRKETI,Homa,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-30: Flow Fill!
developer_name,Fundora Games,Homa,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-30: Flow Fill!
google_developer_id,Sneet,Homa,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-30: Turbo Up: Car & Plane Racing
developer_name,Sneet,Homa,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-30: Turbo Up: Car & Plane Racing
google_developer_id,Margin Games,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-28: Jelly Words!
developer_name,Margin Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-28: Jelly Words!
google_developer_id,5210983186684467521,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-27: Solitaire Card Merge
developer_name,VectorPlay Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-27: Solitaire Card Merge
apple_artist_id,1478916023,Azur,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-24: State Connect: Traffic Control
seller_name,AI GAMES FZ LLC,Azur,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-24: State Connect: Traffic Control
developer_name,AI Games FZ,Azur,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-24: State Connect: Traffic Control
google_developer_id,6002256464890605059,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-24: Hold the Bridge
developer_name,SpaceTimer,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-24: Hold the Bridge
apple_artist_id,1489954784,Voodoo,high,excel_template_account,"Developer account from overseas casual daily template; examples: 2026-04-24: I, The One 2 - Fighting Game"
seller_name,ALIAKSEI MAS,Voodoo,high,excel_template_account,"Developer account from overseas casual daily template; examples: 2026-04-24: I, The One 2 - Fighting Game"
developer_name,ALIAKSEI MAS,Voodoo,medium,excel_template_account,"Developer account from overseas casual daily template; examples: 2026-04-24: I, The One 2 - Fighting Game"
apple_artist_id,1493345618,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-24: Bloom Bloom: Flower Sort
seller_name,Fatih Can Temel,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-24: Bloom Bloom: Flower Sort
developer_name,Fatih Can Temel,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-24: Bloom Bloom: Flower Sort
google_developer_id,9014292750854513915,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-24: Hex Royale
developer_name,Lucky Kat,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-24: Hex Royale
google_developer_id,Lusor Studio,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-24: Color Planet Sort
developer_name,Lusor Studio,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-24: Color Planet Sort
apple_artist_id,1333001126,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-25: Fiesta Clash
seller_name,Sebastien Grimaud,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-25: Fiesta Clash
developer_name,Sebastien Grimaud,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-25: Fiesta Clash
google_developer_id,7414586314639230410,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-25: Solari Shooter
developer_name,Manh Cuong Lucas,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-25: Solari Shooter
google_developer_id,FOXYCORE LLC,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-25: Hex Attack
developer_name,FOXYCORE LLC,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-25: Hex Attack
apple_artist_id,548626710,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-25: Gunship Raid
